email,match_confidence,nombre_key,member_id_rcv,nombre,apellido,genero,fecha_nacimiento,whatsapp,nacionalidad,region,comuna,situacion_habitacional,pertenece_comite,cuantas_personas_viven,estado_registro,subsidio_recomendado,rsh,tiene_propiedad,tiene_subsidio,ingresos,ahorro,tiene_registro_web,inscrito_taller,asistio_taller,uso_minga,num_talleres_inscritos,num_talleres_asistidos,num_conversaciones_minga,tasa_asistencia,fuentes,fecha_primer_registro,fecha_etl,talleres_titulos,fecha_inscripcion_min,fecha_asistencia_min,fecha_minga_min
abel.diaz.demo49293@hotmail.com,HIGH,abel_diaz,RCV-151999,Abel,Díaz,femenino,1982-03-27,56932100914,,metropolitana de santiago,providencia,arriendo,No,7,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2025-05-24 00:19:37,2026-08-26 19:01:20.008274,,,,
abel.espinoza.demo43810@gmail.com,HIGH,abel_espinoza,RCV-151999,Abel,Espinoza,masculino,1970-02-25,56931910945,,maule,talca,allegado,No,3,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2023-12-17 17:17:24,2026-08-26 19:01:20.008274,,,,
abel.fernandez.demo37035@hotmail.com,HIGH,abel_fernandez,RCV-151999,Abel,Fernández,femenino,1983-06-18,56955951016,,araucanía,padre las casas,allegado,Sí,3,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2025-11-03 17:45:32,2026-08-26 19:01:20.008274,,,,
abel.hernandez.demo20065@hotmail.com,HIGH,abel_hernandez,RCV-151999,Abel,Hernández,femenino,1994-06-22,56923634836,,o'higgins,rengo,arriendo,No,5,activo,,,,,,,True,True,False,False,1,0,0,0.0,"[""registro"", ""talleres""]",2023-07-09 17:33:05,2026-08-26 19:01:20.008274,"[""Taller de Postulación DS19 - Mayo 2026""]",2024-12-02,,
abel.lopez.demo42364@gmail.com,HIGH,abel_lopez,RCV-151999,Abel,López,femenino,1963-12-06,56930077341,,biobío,chiguayante,allegado,Sí,2,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2026-01-15 18:04:29,2026-08-26 19:01:20.008274,,,,
abel.manriquez.demo40735@yahoo.com,HIGH,abel_manriquez,RCV-151999,Abel,Manríquez,femenino,1975-03-27,56931917594,,maule,talca,allegado,No,8,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2026-05-30 06:53:48,2026-08-26 19:01:20.008274,,,,
abel.marambio.demo13446@outlook.com,HIGH,abel_marambio,RCV-151999,Abel,Marambio,otro,1970-10-23,56990767989,,valparaíso,quilpué,,Sí,6,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2023-10-02 00:44:50,2026-08-26 19:01:20.008274,,,,
abel.martinez.demo45932@yahoo.com,HIGH,abel_martinez,RCV-151999,Abel,Martínez,femenino,1982-05-06,56942356960,,o'higgins,san fernando,arriendo,No,4,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2023-01-03 22:36:24,2026-08-26 19:01:20.008274,,,,
abel.medina.demo4443@yahoo.com,HIGH,abel_medina,RCV-151999,Abel,Medina,femenino,1984-09-05,56913870494,,valparaíso,villa alemana,arriendo,Sí,7,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2024-08-03 06:06:14,2026-08-26 19:01:20.008274,,,,
abel.munoz.demo11189@outlook.com,HIGH,abel_munoz,RCV-151999,Abel,Muñoz,masculino,1968-09-15,56949283075,,valparaíso,concón,arriendo,No,3,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2023-09-05 05:42:57,2026-08-26 19:01:20.008274,,,,
abel.munoz.demo49954@gmail.com,HIGH,abel_munoz,RCV-151999,Abel,Muñoz,no_especificado,1976-09-14,56922294896,,metropolitana de santiago,puente alto,,No,7,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2026-03-23 10:30:50,2026-08-26 19:01:20.008274,,,,
abel.munoz.demo5298@yahoo.com,HIGH,abel_munoz,RCV-151999,Abel,Muñoz,masculino,1967-01-06,56955124283,,magallanes,punta arenas,,No,3,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2025-11-08 18:46:20,2026-08-26 19:01:20.008274,,,,
abel.parra.demo33989@yahoo.com,HIGH,abel_parra,RCV-151999,Abel,Parra,no_especificado,1983-03-08,56956714298,chilena,tarapacá,alto hospicio,,No,6,activo,DS19,40%,No,No,$400.000 - $600.000,$500.000,True,False,False,True,0,0,3,,"[""registro"", ""minga""]",2024-12-21 00:00:00,2026-08-26 19:01:20.008274,,,,2024-12-21
abel.pena.demo38099@hotmail.com,HIGH,abel_pena,RCV-151999,Abel,Peña,femenino,1997-03-10,56912878657,,atacama,copiapó,arriendo,No,3,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2025-01-22 02:05:15,2026-08-26 19:01:20.008274,,,,
abel.perez.demo2022@gmail.com,HIGH,abel_perez,RCV-151999,Abel,Pérez,femenino,1978-07-26,56950804700,,maule,talca,arriendo,Sí,6,activo,,,,,,,True,True,False,False,1,0,0,0.0,"[""registro"", ""talleres""]",2023-02-23 16:55:08,2026-08-26 19:01:20.008274,"[""Taller de Postulación DS19 - Mayo 2026""]",2025-11-12,,
abel.rebolledo.demo29751@outlook.com,HIGH,abel_rebolledo,RCV-151999,Abel,Rebolledo,femenino,1975-09-23,56964490235,,metropolitana de santiago,la florida,vivienda_cedida,Sí,3,activo,,,,,,,True,True,False,False,1,0,0,0.0,"[""registro"", ""talleres""]",2024-10-07 17:00:33,2026-08-26 19:01:20.008274,"[""Webinar: Cómo Postular al Subsidio Habitacional""]",2024-10-13,,
abel.reyes.demo43268@hotmail.com,HIGH,abel_reyes,RCV-151999,Abel,Reyes,femenino,1994-10-05,56928161540,,o'higgins,san fernando,arriendo,No,8,inactivo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2023-03-25 11:19:43,2026-08-26 19:01:20.008274,,,,
abel.rivas.demo1591@hotmail.com,HIGH,abel_rivas,RCV-151999,Abel,Rivas,masculino,1960-11-23,56964518472,,metropolitana de santiago,puente alto,,Sí,2,activo,,,,,,,True,False,True,False,0,1,0,,"[""registro"", ""asistencia""]",2023-06-18 05:11:52,2026-08-26 19:01:20.008274,,,2025-02-24,
abel.rodriguez.demo9124@gmail.com,HIGH,abel_rodriguez,RCV-151999,Abel,Rodríguez,masculino,1987-08-13,56993721280,,atacama,vallenar,vivienda_propia,No,8,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2025-05-09 21:21:20,2026-08-26 19:01:20.008274,,,,
abel.romero.demo39953@gmail.com,HIGH,abel_romero,RCV-151999,Abel,Romero,no_especificado,1981-09-24,56931788936,,metropolitana de santiago,las condes,,No,8,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2023-12-20 23:15:08,2026-08-26 19:01:20.008274,,,,
abel.salazar.demo16335@outlook.com,HIGH,abel_salazar,RCV-151999,Abel,Salazar,femenino,1990-10-25,56978657334,,antofagasta,mejillones,arriendo,Sí,7,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2025-12-15 03:51:09,2026-08-26 19:01:20.008274,,,,
abel.saldana.demo47080@hotmail.com,HIGH,abel_saldana,RCV-151999,Abel,Saldaña,no_especificado,1957-12-29,56931256292,,coquimbo,la serena,,Sí,1,inactivo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2023-11-08 13:33:34,2026-08-26 19:01:20.008274,,,,
abel.sanchez.demo20652@yahoo.com,HIGH,abel_sanchez,RCV-151999,Abel,Sánchez,femenino,1982-09-04,56982494101,,coquimbo,ovalle,allegado,No,8,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2024-09-14 14:42:11,2026-08-26 19:01:20.008274,,,,
abel.seguel.demo9388@hotmail.com,HIGH,abel_seguel,RCV-151999,Abel,Seguel,femenino,1985-07-17,56985056927,,metropolitana de santiago,la granja,arriendo,No,4,activo,,,,,,,True,True,False,False,1,0,0,0.0,"[""registro"", ""talleres""]",2025-09-25 00:00:00,2026-08-26 19:01:20.008274,"[""Charla: Déficit Habitacional en Chile""]",2025-09-25,,
abel.sepulveda.demo31051@outlook.com,HIGH,abel_sepulveda,RCV-151999,Abel,Sepúlveda,masculino,1981-11-29,56951129157,,metropolitana de santiago,san bernardo,allegado,No,5,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2025-09-03 06:57:28,2026-08-26 19:01:20.008274,,,,
abel.sepulveda.demo3159@hotmail.com,HIGH,abel_sepulveda,RCV-151999,Abel,Sepúlveda,femenino,1996-05-27,56925541650,,o'higgins,san fernando,arriendo,Sí,5,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2023-05-26 18:13:44,2026-08-26 19:01:20.008274,,,,
abel.soto.demo25625@gmail.com,HIGH,abel_soto,RCV-151999,Abel,Soto,femenino,1960-02-06,56992940382,,o'higgins,rancagua,allegado,Sí,1,inactivo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2023-05-27 00:17:21,2026-08-26 19:01:20.008274,,,,
abel.tapia.demo8083@outlook.com,HIGH,abel_tapia,RCV-151999,Abel,Tapia,femenino,1973-08-24,56969985359,,metropolitana de santiago,la granja,arriendo,No,1,inactivo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2023-04-28 16:21:20,2026-08-26 19:01:20.008274,,,,
abel.toro.demo17733@outlook.com,HIGH,abel_toro,RCV-151999,Abel,Toro,femenino,1976-04-29,56929420456,,valparaíso,viña del mar,vivienda_propia,No,2,activo,,,,,,,True,True,True,False,1,1,0,1.0,"[""registro"", ""talleres"", ""asistencia""]",2023-09-04 00:00:00,2026-08-26 19:01:20.008274,"[""Jornada Comités de Vivienda - Región Metropolitana""]",2024-07-01,2023-09-04,
abel.torres.demo51953@gmail.com,HIGH,abel_torres,RCV-151999,Abel,Torres,femenino,1987-07-29,56931856074,,maule,constitución,allegado,No,3,activo,,,,,,,True,False,True,False,0,1,0,,"[""registro"", ""asistencia""]",2025-04-14 21:44:50,2026-08-26 19:01:20.008274,,,2026-11-01,
abel.valdes.demo11487@yahoo.com,HIGH,abel_valdes,RCV-151999,Abel,Valdés,femenino,1968-03-16,56929886150,,valparaíso,valparaíso,allegado,No,3,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2026-03-01 08:23:11,2026-08-26 19:01:20.008274,,,,
abel.vega.demo39933@outlook.com,HIGH,abel_vega,RCV-151999,Abel,Vega,femenino,1988-09-09,56955706977,,o'higgins,machalí,,Sí,2,activo,,,,,,,True,True,False,False,1,0,0,0.0,"[""registro"", ""talleres""]",2024-06-08 21:18:39,2026-08-26 19:01:20.008274,"[""Taller Ahorro y Subsidio Habitacional""]",2024-09-15,,
abel.vilches.demo671@gmail.com,HIGH,abel_vilches,RCV-151999,Abel,Vilches,femenino,1967-07-08,56996275471,,biobío,los ángeles,allegado,No,3,inactivo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2026-05-06 09:09:57,2026-08-26 19:01:20.008274,,,,
abel.villarroel.demo32485@hotmail.com,HIGH,abel_villarroel,RCV-151999,Abel,Villarroel,masculino,1995-01-30,56976686841,,los lagos,osorno,vivienda_propia,No,1,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2024-02-25 12:12:49,2026-08-26 19:01:20.008274,,,,
abel.zuniga.demo15905@yahoo.com,HIGH,abel_zuniga,RCV-151999,Abel,Zúñiga,masculino,1971-05-10,56936530669,,valparaíso,valparaíso,vivienda_cedida,No,8,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2023-08-19 04:37:00,2026-08-26 19:01:20.008274,,,,
abel.zuniga.demo50614@outlook.com,HIGH,abel_zuniga,RCV-151999,Abel,Zúñiga,femenino,1975-11-19,56975160322,,metropolitana de santiago,puente alto,,No,7,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2025-10-15 05:47:21,2026-08-26 19:01:20.008274,,,,
abelardo.abarca.demo28163@outlook.com,HIGH,abelardo_abarca,RCV-151999,Abelardo,Abarca,masculino,1977-05-02,56946226253,,metropolitana de santiago,las condes,arriendo,Sí,8,inactivo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2023-03-10 01:39:43,2026-08-26 19:01:20.008274,,,,
abelardo.bobadilla.demo49018@gmail.com,HIGH,abelardo_bobadilla,RCV-151999,Abelardo,Bobadilla,femenino,1992-02-15,56997669010,,metropolitana de santiago,san bernardo,allegado,No,4,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2024-02-25 15:12:07,2026-08-26 19:01:20.008274,,,,
abelardo.bravo.demo17190@hotmail.com,HIGH,abelardo_bravo,RCV-151999,Abelardo,Bravo,no_especificado,1978-08-16,56927752731,,tarapacá,iquique,,No,3,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2025-12-31 09:18:17,2026-08-26 19:01:20.008274,,,,
abelardo.carrasco.demo25078@hotmail.com,HIGH,abelardo_carrasco,RCV-151999,Abelardo,Carrasco,femenino,1977-01-03,56978910934,,biobío,talcahuano,arriendo,No,8,activo,,,,,,,True,False,True,False,0,1,0,,"[""registro"", ""asistencia""]",2023-11-08 00:00:00,2026-08-26 19:01:20.008274,,,2023-11-08,
abelardo.catalan.demo15522@hotmail.com,HIGH,abelardo_catalan,RCV-151999,Abelardo,Catalán,no_especificado,1972-05-06,56986763272,,metropolitana de santiago,santiago,arriendo,No,7,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2023-04-23 19:05:05,2026-08-26 19:01:20.008274,,,,
abelardo.fuentes.demo24865@yahoo.com,HIGH,abelardo_fuentes,RCV-151999,Abelardo,Fuentes,otro,1978-02-09,56967327552,venezolana,metropolitana de santiago,las condes,,No,6,activo,DS49,80%,Sí,Sí,Más de $1.200.000,$1.000.000,True,False,False,True,0,0,1,,"[""registro"", ""minga""]",2024-07-15 00:00:00,2026-08-26 19:01:20.008274,,,,2024-07-15
abelardo.gonzalez.demo2216@yahoo.com,HIGH,abelardo_gonzalez,RCV-151999,Abelardo,González,femenino,1982-02-03,56914122650,,antofagasta,calama,arriendo,No,4,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2023-11-29 15:06:03,2026-08-26 19:01:20.008274,,,,
abelardo.guzman.demo2095@gmail.com,HIGH,abelardo_guzman,RCV-151999,Abelardo,Guzmán,femenino,1962-12-09,56921520046,,o'higgins,rengo,allegado,Sí,1,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2024-01-07 03:04:50,2026-08-26 19:01:20.008274,,,,
abelardo.hernandez.demo18831@outlook.com,HIGH,abelardo_hernandez,RCV-151999,Abelardo,Hernández,femenino,1982-07-18,56960315332,,los lagos,valdivia,arriendo,No,4,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2023-06-03 05:04:49,2026-08-26 19:01:20.008274,,,,
abelardo.iturra.demo35013@yahoo.com,HIGH,abelardo_iturra,RCV-151999,Abelardo,Iturra,no_especificado,1991-07-15,56957289277,,ñuble,chillán,,No,7,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2026-02-18 06:51:38,2026-08-26 19:01:20.008274,,,,
abelardo.lagos.demo28590@hotmail.com,HIGH,abelardo_lagos,RCV-151999,Abelardo,Lagos,femenino,1977-12-20,56964087112,,valparaíso,quilpué,allegado,No,7,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2023-07-05 03:59:34,2026-08-26 19:01:20.008274,,,,
abelardo.mella.demo17594@outlook.com,HIGH,abelardo_mella,RCV-151999,Abelardo,Mella,masculino,1968-01-10,56991075979,,arica y parinacota,arica,,Sí,3,activo,,,,,,,True,True,False,False,1,0,0,0.0,"[""registro"", ""talleres""]",2024-04-10 00:00:00,2026-08-26 19:01:20.008274,"[""Taller Ahorro y Subsidio Habitacional""]",2024-04-10,,
abelardo.munoz.demo51123@yahoo.com,HIGH,abelardo_munoz,RCV-151999,Abelardo,Muñoz,masculino,1989-02-24,56978494277,,metropolitana de santiago,san bernardo,,Sí,3,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2024-11-24 00:25:31,2026-08-26 19:01:20.008274,,,,
abelardo.pacheco.demo50935@outlook.com,HIGH,abelardo_pacheco,RCV-151999,Abelardo,Pacheco,femenino,1962-03-10,56931502565,,metropolitana de santiago,santiago,allegado,Sí,5,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2026-02-17 10:49:18,2026-08-26 19:01:20.008274,,,,
abelardo.quiroz.demo18554@hotmail.com,HIGH,abelardo_quiroz,RCV-151999,Abelardo,Quiroz,femenino,1977-05-27,56949480200,,o'higgins,machalí,arriendo,No,4,inactivo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2023-07-15 02:16:58,2026-08-26 19:01:20.008274,,,,
abelardo.ramirez.demo46270@hotmail.com,HIGH,abelardo_ramirez,RCV-151999,Abelardo,Ramírez,femenino,1974-10-03,56972756243,,arica y parinacota,arica,campamento,No,1,inactivo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2023-08-04 19:23:42,2026-08-26 19:01:20.008274,,,,
abelardo.reyes.demo2118@yahoo.com,HIGH,abelardo_reyes,RCV-151999,Abelardo,Reyes,masculino,1985-08-07,56987617965,,los ríos,la unión,allegado,No,3,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2023-09-14 06:58:37,2026-08-26 19:01:20.008274,,,,
abelardo.salinas.demo26189@outlook.com,HIGH,abelardo_salinas,RCV-151999,Abelardo,Salinas,femenino,1962-02-07,56947455368,,arica y parinacota,arica,allegado,Sí,6,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2024-04-04 14:58:58,2026-08-26 19:01:20.008274,,,,
abigail.acuna.demo22526@outlook.com,HIGH,abigail_acuna,RCV-151999,Abigail,Acuña,otro,1969-05-21,56931943911,,coquimbo,ovalle,arriendo,No,7,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2023-07-21 02:02:20,2026-08-26 19:01:20.008274,,,,
abigail.aguilar.demo27662@outlook.com,HIGH,abigail_aguilar,RCV-151999,Abigail,Aguilar,masculino,1995-01-06,56992411170,,los lagos,osorno,vivienda_cedida,Sí,7,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2024-11-06 06:58:07,2026-08-26 19:01:20.008274,,,,
abigail.bernal.demo16369@gmail.com,HIGH,abigail_bernal,RCV-151999,Abigail,Bernal,femenino,1968-03-24,56921033082,,biobío,concepción,allegado,No,4,inactivo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2024-03-28 19:30:56,2026-08-26 19:01:20.008274,,,,
abigail.cabello.demo42925@gmail.com,HIGH,abigail_cabello,RCV-151999,Abigail,Cabello,no_especificado,1981-03-22,56951770708,,metropolitana de santiago,providencia,,No,4,inactivo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2023-04-23 17:15:34,2026-08-26 19:01:20.008274,,,,
abigail.cardenas.demo50796@yahoo.com,HIGH,abigail_cardenas,RCV-151999,Abigail,Cárdenas,masculino,1978-06-23,56932637517,,los lagos,osorno,allegado,Sí,5,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2024-11-23 19:37:14,2026-08-26 19:01:20.008274,,,,
abigail.carrasco.demo36228@outlook.com,HIGH,abigail_carrasco,RCV-151999,Abigail,Carrasco,femenino,1991-05-23,56926010001,,biobío,concepción,arriendo,No,7,activo,,,,,,,True,True,False,False,1,0,0,0.0,"[""registro"", ""talleres""]",2023-08-22 15:48:24,2026-08-26 19:01:20.008274,"[""Taller de Educación Financiera""]",2025-01-09,,
abigail.carrasco.demo8584@gmail.com,HIGH,abigail_carrasco,RCV-151999,Abigail,Carrasco,femenino,1969-07-09,56966593804,,biobío,talcahuano,arriendo,Sí,5,inactivo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2023-11-22 19:07:05,2026-08-26 19:01:20.008274,,,,
abigail.fuentes.demo35246@gmail.com,HIGH,abigail_fuentes,RCV-151999,Abigail,Fuentes,femenino,1981-07-26,56946380136,,metropolitana de santiago,santiago,arriendo,No,4,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2026-02-17 01:44:41,2026-08-26 19:01:20.008274,,,,
abigail.gaete.demo29628@yahoo.com,HIGH,abigail_gaete,RCV-151999,Abigail,Gaete,femenino,1996-09-13,56946756749,,metropolitana de santiago,la florida,arriendo,No,5,activo,,,,,,,True,False,False,False,0,0,0,,"[""registro""]",2026-03-22 03:58:50,2026-08-26 19:01:20.008274,,,,
