MEMBER_ID,ROL,NOMBRE,APELLIDO,EMAIL,FECHA_NACIMIENTO,WHATSAPP,REGION,COMUNA,REGISTRO_COMPLETO,ACEPTA_TERMINOS,FECHA_CREACION,GENERO,CUANTAS_PERSONAS_VIVES,PERTENECES_COMITE_VIVIENDA,SITUACION_HABITACIONAL,ESTADO,CAMPOS_COMPLETOS,FECHA,PASO 2 COMPLETO,PROVEEDOR REGISTRO
RCV-151999,usuario,Elías,Aguayo,elias.aguayo.demo24@gmail.com,1979-04-19,+56935564855,Biobío,San Pedro de la Paz,Sí,Sí,2023-07-30 12:34:25,Femenino,2,No,arriendo,activo,Sí,,No,formulario_fisico
RCV-151999,usuario,Camilo,Vergara,camilo.vergara.demo25@yahoo.com,1993-10-25,+56947731455,Magallanes,Punta Arenas,Sí,Sí,2024-11-12 12:48:29,Masculino,5,Sí,,activo,Sí,2024-11-12,No,app_movil
RCV-151999,usuario,Rosa,Norambuena,rosa.norambuena.demo26@yahoo.com,1994-11-24,+56921099398,Metropolitana de Santiago,La Florida,No,Sí,2024-01-18 15:50:53,Femenino,5,No,arriendo,activo,Sí,2024-01-18,Sí,app_movil
RCV-151999,usuario,Julián,Urzúa,julian.urzua.demo27@outlook.com,1976-02-17,+56959615694,Biobío,Coronel,Sí,Sí,2024-01-05 10:06:13,Masculino,4,No,,activo,Sí,2024-01-05,No,web
RCV-151999,usuario,Rafael,Burgos,rafael.burgos.demo28@outlook.com,1969-04-24,+56956601709,Maule,Talca,Sí,Sí,2025-12-01 03:05:02,Femenino,5,Sí,allegado,inactivo,Sí,,Sí,formulario_fisico
RCV-151999,usuario,Segundo,Sepúlveda,segundo.sepulveda.demo29@outlook.com,1997-12-04,+56913975278,Valparaíso,Valparaíso,Sí,Sí,2024-01-16 04:55:52,Femenino,5,Sí,allegado,activo,Sí,,No,app_movil
RCV-151999,usuario,Muriel,Henríquez,muriel.henriquez.demo30@gmail.com,1967-03-06,+56946663944,Valparaíso,Concón,Sí,Sí,2023-12-02 10:29:39,Femenino,8,No,vivienda_cedida,activo,No,2023-12-02,No,web
RCV-151999,admin,Luis,Belmar,luis.belmar.demo31@gmail.com,1975-04-29,+56963421898,O'Higgins,Machalí,Sí,No,2024-11-06 07:23:36,Masculino,6,No,campamento,activo,Sí,2024-11-06,Sí,app_movil
RCV-151999,usuario,Johana,Pérez,johana.perez.demo32@gmail.com,1974-01-16,+56915238491,Los Lagos,Osorno,Sí,Sí,2024-07-17 13:50:36,Masculino,4,Sí,allegado,activo,Sí,2024-07-17,No,formulario_fisico
RCV-151999,usuario,Margarita,Reyes,margarita.reyes.demo33@gmail.com,1974-12-10,+56990498465,Metropolitana de Santiago,Maipú,Sí,Sí,2023-09-12 15:33:44,Femenino,1,Sí,allegado,activo,Sí,,Sí,formulario_fisico
RCV-151999,usuario,Fernanda,Álvarez,fernanda.alvarez.demo34@outlook.com,1996-02-06,+56915030301,Araucanía,Temuco,Sí,No,2024-03-27 00:00:07,Femenino,2,No,arriendo,activo,Sí,2024-03-27,No,formulario_fisico
RCV-151999,usuario,Silvia,Vergara,silvia.vergara.demo35@hotmail.com,1981-04-21,+56964439047,Araucanía,Padre Las Casas,No,Sí,2023-10-15 15:35:07,Femenino,5,No,arriendo,activo,Sí,,No,web
RCV-151999,usuario,María,Arriagada,maria.arriagada.demo36@outlook.com,1968-09-13,+56997453822,Araucanía,Padre Las Casas,No,Sí,2023-11-13 04:33:18,Femenino,2,No,arriendo,activo,Sí,,No,web
RCV-151999,usuario,Daniel,Olivares,daniel.olivares.demo37@gmail.com,1977-08-16,+56926595244,Biobío,Coronel,Sí,Sí,2025-07-07 09:47:56,Femenino,2,Sí,arriendo,activo,Sí,2025-07-07,No,web
RCV-151999,admin,Silvia,Concha,silvia.concha.demo38@yahoo.com,1969-05-24,+56970394313,Antofagasta,Mejillones,Sí,Sí,2026-02-04 14:55:31,Femenino,4,No,allegado,activo,Sí,,Sí,web
RCV-151999,usuario,Byron,Mamani,byron.mamani.demo39@outlook.com,1989-05-16,+56947011385,Tarapacá,Iquique,Sí,Sí,2023-07-03 00:44:59,Femenino,2,No,arriendo,activo,No,2023-07-03,Sí,app_movil
RCV-151999,usuario,Benjamín,Vergara,benjamin.vergara.demo40@gmail.com,1989-01-30,+56922636934,Valparaíso,Valparaíso,No,Sí,2024-08-16 14:39:29,Masculino,6,No,arriendo,activo,Sí,2024-08-16,Sí,web
RCV-151999,usuario,Oscar,Salgado,oscar.salgado.demo41@gmail.com,1974-07-18,+56965448443,Valparaíso,Villa Alemana,Sí,Sí,2026-02-23 14:04:25,Masculino,8,No,,activo,Sí,,Sí,web
RCV-151999,admin,Lorena,Altamirano,lorena.altamirano.demo42@outlook.com,1976-06-09,+56966243765,Metropolitana de Santiago,Santiago,Sí,Sí,2025-08-30 05:49:28,Femenino,1,No,allegado,inactivo,Sí,,No,app_movil
RCV-151999,usuario,Carlos,Vargas,carlos.vargas.demo43@outlook.com,1982-08-03,+56985970380,Metropolitana de Santiago,La Granja,Sí,Sí,2024-10-13 03:56:35,Femenino,7,Sí,arriendo,activo,Sí,2024-10-13,Sí,formulario_fisico
RCV-151999,usuario,Carlos,Madrid,carlos.madrid.demo44@hotmail.com,1984-05-06,+56921628967,Antofagasta,Antofagasta,No,Sí,2025-12-29 08:33:03,Femenino,1,No,allegado,inactivo,Sí,,No,app_movil
RCV-151999,usuario,Juan,Díaz,juan.diaz.demo45@yahoo.com,1965-12-26,+56914366215,Metropolitana de Santiago,La Granja,Sí,Sí,2024-09-28 06:10:15,Femenino,1,No,arriendo,activo,Sí,2024-09-28,Sí,formulario_fisico
RCV-151999,usuario,Cristian,Espinosa,cristian.espinosa.demo46@gmail.com,1959-01-21,+56970730200,Metropolitana de Santiago,La Florida,Sí,Sí,2023-01-11 16:36:57,Masculino,2,Sí,allegado,activo,No,2023-01-11,No,formulario_fisico
RCV-151999,admin,Eduardo,Norambuena,eduardo.norambuena.demo47@outlook.com,1961-10-21,+56951653222,Metropolitana de Santiago,San Bernardo,Sí,Sí,2023-12-30 14:30:56,Masculino,6,Sí,arriendo,activo,Sí,,Sí,web
RCV-151999,usuario,Oscar,Celis,oscar.celis.demo48@gmail.com,1965-02-15,+56913955068,Araucanía,Padre Las Casas,Sí,Sí,2023-12-17 22:43:00,Masculino,3,No,arriendo,activo,Sí,2023-12-17,Sí,formulario_fisico
RCV-151999,usuario,Romina,Fuentes,romina.fuentes.demo49@hotmail.com,1994-05-31,+56965231116,Metropolitana de Santiago,La Granja,Sí,Sí,2025-07-06 02:23:30,Femenino,6,No,allegado,activo,Sí,,No,web
RCV-151999,usuario,Vanesa,Ortega,vanesa.ortega.demo50@outlook.com,1973-08-17,+56932323154,Coquimbo,Coquimbo,Sí,Sí,2023-09-23 09:18:21,Femenino,8,No,arriendo,activo,Sí,,Sí,web
RCV-151999,usuario,Yasna,Hernández,yasna.hernandez.demo51@gmail.com,1983-08-22,+56922897072,Los Lagos,Valdivia,Sí,Sí,2024-04-02 20:04:41,Femenino,1,Sí,allegado,activo,Sí,,Sí,formulario_fisico
RCV-151999,usuario,Luciano,Olave,luciano.olave.demo52@yahoo.com,1968-05-25,+56985635680,Metropolitana de Santiago,Providencia,Sí,Sí,2023-03-04 17:37:34,Femenino,4,No,allegado,activo,No,,No,app_movil
RCV-151999,usuario,Violeta,González,violeta.gonzalez.demo53@outlook.com,1960-10-12,+56998969723,Biobío,Chiguayante,Sí,Sí,2023-09-08 19:51:58,Femenino,1,No,allegado,activo,No,2023-09-08,Sí,app_movil
RCV-151999,usuario,Osvaldo,Verdugo,osvaldo.verdugo.demo54@gmail.com,1991-10-10,+56957806005,Maule,Talca,Sí,Sí,2023-07-05 02:21:14,Femenino,2,Sí,arriendo,activo,Sí,2023-07-05,No,formulario_fisico
RCV-151999,usuario,Juan,Bravo,juan.bravo.demo55@gmail.com,1971-12-14,+56919550984,Valparaíso,Quilpué,Sí,No,2026-02-14 20:52:20,Femenino,5,Sí,arriendo,activo,Sí,,No,formulario_fisico
RCV-151999,usuario,María,Muñoz,maria.munoz.demo56@yahoo.com,1992-03-18,+56930936905,Metropolitana de Santiago,Providencia,Sí,Sí,2025-11-14 16:32:12,Femenino,3,No,arriendo,activo,Sí,,No,formulario_fisico
RCV-151999,usuario,Yaritza,Beltrán,yaritza.beltran.demo57@yahoo.com,1960-05-04,+56957421394,O'Higgins,San Fernando,No,Sí,2026-03-18 14:38:49,Femenino,3,No,allegado,activo,Sí,,No,formulario_fisico
RCV-151999,admin,Paula,Henríquez,paula.henriquez.demo58@outlook.com,1961-04-06,+56964012292,Metropolitana de Santiago,La Florida,Sí,Sí,2024-10-31 01:20:57,Femenino,5,No,vivienda_propia,activo,No,2024-10-31,Sí,app_movil
RCV-151999,usuario,Walter,Gamboa,walter.gamboa.demo59@outlook.com,1985-12-18,+56929800467,Maule,Curicó,Sí,Sí,2026-04-21 04:12:11,Masculino,8,No,vivienda_propia,activo,Sí,2026-04-21,Sí,web
RCV-151999,usuario,Juan,Baez,juan.baez.demo60@gmail.com,1963-08-16,+56941698508,Metropolitana de Santiago,San Bernardo,Sí,Sí,2023-06-15 23:01:30,,3,No,,activo,Sí,,No,app_movil
RCV-151999,usuario,Emanuel,Reyes,emanuel.reyes.demo61@hotmail.com,1964-05-22,+56941838216,Los Lagos,Puerto Montt,No,Sí,2023-07-08 13:33:43,Masculino,1,Sí,allegado,activo,Sí,,No,app_movil
RCV-151999,usuario,Alejandra,Pineda,alejandra.pineda.demo62@outlook.com,1977-11-30,+56965144970,Metropolitana de Santiago,Santiago,Sí,Sí,2023-06-21 04:17:03,Masculino,2,Sí,arriendo,activo,Sí,,Sí,web
RCV-151999,usuario,Katherine,Marín,katherine.marin.demo63@gmail.com,1969-05-07,+56984855316,Metropolitana de Santiago,Maipú,Sí,Sí,2024-06-03 22:58:48,Femenino,8,No,allegado,activo,No,,Sí,app_movil
RCV-151999,usuario,Hugo,Toledo,hugo.toledo.demo64@gmail.com,1984-11-03,+56952248687,Magallanes,Natales,Sí,Sí,2026-05-14 19:03:47,Masculino,8,Sí,,activo,No,2026-05-14,No,formulario_fisico
RCV-151999,usuario,Eduardo,Díaz,eduardo.diaz.demo65@hotmail.com,1986-04-04,+56942890317,O'Higgins,Rancagua,Sí,Sí,2023-02-03 19:25:53,Femenino,2,Sí,vivienda_cedida,activo,Sí,2023-02-03,Sí,web
RCV-151999,usuario,Lidia,González,lidia.gonzalez.demo66@outlook.com,1980-08-06,+56994507827,Los Lagos,Valdivia,No,Sí,2026-03-02 05:27:14,Femenino,2,Sí,arriendo,inactivo,Sí,,Sí,formulario_fisico
RCV-151999,usuario,Gabriela,Maldonado,gabriela.maldonado.demo67@yahoo.com,1961-03-20,+56921184926,Valparaíso,Quilpué,Sí,Sí,2024-03-05 21:24:30,Masculino,2,Sí,arriendo,activo,No,,No,app_movil
RCV-151999,usuario,Karina,Rebolledo,karina.rebolledo.demo68@gmail.com,1964-12-29,+56970154946,Araucanía,Villarrica,Sí,Sí,2025-09-27 09:15:35,Femenino,6,No,allegado,activo,Sí,,No,app_movil
RCV-151999,usuario,Antonella,Contreras,antonella.contreras.demo69@outlook.com,1983-03-22,+56923523335,Antofagasta,Antofagasta,No,Sí,2026-01-19 00:59:41,Masculino,2,No,arriendo,activo,Sí,2026-01-19,No,app_movil
RCV-151999,usuario,Juan,Alfaro,juan.alfaro.demo70@yahoo.com,1993-04-06,+56923263277,Metropolitana de Santiago,La Granja,Sí,Sí,2025-12-10 10:35:39,Femenino,8,No,allegado,activo,Sí,,Sí,web
RCV-151999,usuario,Fernanda,Muñoz,fernanda.munoz.demo71@gmail.com,1996-02-25,+56969660510,Biobío,Concepción,No,Sí,2026-01-19 04:43:43,Femenino,3,Sí,allegado,activo,No,,No,web
RCV-151999,usuario,Yasna,Fuentes,yasna.fuentes.demo72@yahoo.com,1998-06-12,+56971592932,O'Higgins,Machalí,Sí,Sí,2025-08-15 14:34:42,Masculino,1,No,vivienda_cedida,activo,Sí,2025-08-15,No,web
RCV-151999,usuario,Lucas,Jorquera,lucas.jorquera.demo73@gmail.com,1959-04-13,+56977903626,Metropolitana de Santiago,Providencia,No,Sí,2023-12-12 22:50:45,Masculino,8,Sí,allegado,inactivo,No,,No,formulario_fisico
RCV-151999,usuario,Christian,González,christian.gonzalez.demo74@gmail.com,1961-02-11,+56918128604,Metropolitana de Santiago,Las Condes,Sí,Sí,2025-04-06 20:18:09,Femenino,5,No,arriendo,activo,No,2025-04-06,Sí,web
RCV-151999,usuario,Ruth,Armijo,ruth.armijo.demo75@outlook.com,1974-04-12,+56962158095,O'Higgins,San Vicente,Sí,Sí,2026-03-20 04:48:49,Femenino,8,Sí,allegado,activo,Sí,,Sí,web
RCV-151999,usuario,Joaquín,Toro,joaquin.toro.demo76@hotmail.com,1973-05-04,+56944698867,Maule,Constitución,Sí,Sí,2023-11-07 21:28:41,Masculino,8,No,allegado,activo,Sí,2023-11-07,Sí,app_movil
RCV-151999,usuario,Graciela,Saavedra,graciela.saavedra.demo77@gmail.com,1981-08-06,+56958430147,O'Higgins,San Fernando,Sí,Sí,2023-01-11 14:31:58,Femenino,7,No,vivienda_propia,activo,No,,No,web
RCV-151999,usuario,Michelle,Sáez,michelle.saez.demo78@gmail.com,1975-05-12,+56949319844,Los Ríos,Valdivia,Sí,Sí,2026-04-17 11:42:08,Masculino,7,No,allegado,activo,Sí,,No,formulario_fisico
RCV-151999,usuario,Fernanda,Vásquez,fernanda.vasquez.demo79@hotmail.com,1990-09-26,+56940143943,Metropolitana de Santiago,Santiago,Sí,Sí,2023-03-22 23:04:46,Femenino,8,Sí,arriendo,activo,Sí,,Sí,app_movil
RCV-151999,usuario,Amanda,Rivera,amanda.rivera.demo80@hotmail.com,1979-09-17,+56926382791,Coquimbo,Ovalle,No,Sí,2024-11-26 00:27:36,,7,No,,activo,No,,Sí,app_movil
RCV-151999,usuario,Carlos,Pérez,carlos.perez.demo81@yahoo.com,1994-11-07,+56968511983,Metropolitana de Santiago,Las Condes,Sí,Sí,2023-12-17 00:37:49,Femenino,6,No,arriendo,activo,No,2023-12-17,Sí,app_movil
RCV-151999,usuario,Simón,Núñez,simon.nunez.demo82@gmail.com,1967-09-02,+56973778818,Valparaíso,San Antonio,Sí,Sí,2025-10-30 14:23:10,Femenino,6,No,arriendo,activo,Sí,2025-10-30,Sí,formulario_fisico
RCV-151999,usuario,Marta,Gómez,marta.gomez.demo83@gmail.com,1995-03-12,+56949134490,Metropolitana de Santiago,Puente Alto,Sí,Sí,2025-10-02 04:00:10,Masculino,4,No,,activo,Sí,,No,web
RCV-151999,usuario,Silvia,Sepúlveda,silvia.sepulveda.demo84@gmail.com,1993-08-23,+56942291088,O'Higgins,Rengo,Sí,Sí,2025-07-07 23:53:47,Femenino,8,No,vivienda_propia,activo,Sí,,Sí,app_movil
RCV-151999,usuario,Carolina,Cortés,carolina.cortes.demo85@hotmail.com,1976-05-11,+56941458232,Los Lagos,Osorno,Sí,Sí,2024-10-09 22:14:15,Masculino,1,No,vivienda_cedida,activo,Sí,,No,formulario_fisico
RCV-151999,admin,Leidy,Palma,leidy.palma.demo86@outlook.com,1961-04-19,+56957729896,Maule,Talca,Sí,Sí,2023-05-29 15:03:12,Femenino,7,No,arriendo,activo,Sí,2023-05-29,Sí,web
RCV-151999,usuario,Edgardo,Zúñiga,edgardo.zuniga.demo87@outlook.com,1966-07-15,+56985910775,Biobío,Chiguayante,No,Sí,2023-11-28 20:32:56,Femenino,7,Sí,,activo,No,,No,app_movil
RCV-151999,usuario,Karla,Ávila,karla.avila.demo88@hotmail.com,1962-12-08,+56963231144,Los Lagos,Puerto Montt,Sí,Sí,2024-11-21 01:09:21,Masculino,2,No,allegado,activo,Sí,,No,app_movil
RCV-151999,usuario,Irene,Yáñez,irene.yanez.demo89@hotmail.com,1976-09-17,+56997847756,Araucanía,Temuco,Sí,Sí,2023-09-04 22:09:28,Femenino,6,No,allegado,activo,Sí,2023-09-04,Sí,formulario_fisico
RCV-151999,usuario,Marjorie,Briones,marjorie.briones.demo90@outlook.com,1958-10-25,+56975238190,Biobío,Talcahuano,Sí,Sí,2024-08-26 12:41:50,Masculino,5,Sí,allegado,activo,Sí,,Sí,web
RCV-151999,usuario,Francisca,Escobar,francisca.escobar.demo91@hotmail.com,1990-07-19,+56985448559,Maule,Talca,Sí,Sí,2024-03-28 01:08:49,Masculino,6,Sí,,activo,No,2024-03-28,No,app_movil
RCV-151999,usuario,Ignacia,Espinoza,ignacia.espinoza.demo92@gmail.com,1986-09-09,+56982440822,Metropolitana de Santiago,Puente Alto,Sí,Sí,2024-10-19 07:09:54,Masculino,6,No,allegado,activo,Sí,,Sí,formulario_fisico
RCV-151999,usuario,Eric,Ulloa,eric.ulloa.demo93@outlook.com,1982-12-10,+56953371348,Metropolitana de Santiago,Puente Alto,Sí,Sí,2023-09-02 21:28:10,Otro,8,No,allegado,activo,Sí,,Sí,app_movil
RCV-151999,usuario,María,Galaz,maria.galaz.demo94@outlook.com,1959-11-07,+56993676409,Metropolitana de Santiago,Puente Alto,No,Sí,2025-02-05 00:15:41,Femenino,7,No,arriendo,activo,Sí,,No,app_movil
RCV-151999,usuario,Ignacia,Yáñez,ignacia.yanez.demo95@yahoo.com,1971-04-16,+56982273025,Biobío,Coronel,Sí,Sí,2023-08-23 20:23:09,Masculino,7,Sí,vivienda_propia,activo,Sí,2023-08-23,No,app_movil
RCV-151999,usuario,Luisa,Pinto,luisa.pinto.demo96@yahoo.com,1960-08-12,+56918904445,O'Higgins,Rengo,Sí,Sí,2025-08-17 04:30:49,Femenino,4,No,allegado,activo,No,2025-08-17,No,formulario_fisico
RCV-151999,usuario,Karina,Lira,karina.lira.demo97@outlook.com,1979-01-07,+56989830621,Metropolitana de Santiago,Maipú,Sí,Sí,2024-12-19 03:32:53,Femenino,2,No,arriendo,activo,No,2024-12-19,Sí,formulario_fisico
RCV-151999,usuario,Aníbal,Aravena,anibal.aravena.demo98@yahoo.com,1988-12-30,+56959230291,Los Lagos,Puerto Montt,No,Sí,2024-01-29 06:53:35,Femenino,7,No,arriendo,activo,Sí,,Sí,web
RCV-151999,usuario,Rosario,Orellana,rosario.orellana.demo99@yahoo.com,1979-11-08,+56954342245,O'Higgins,Rengo,Sí,Sí,2025-11-03 17:05:46,Femenino,3,Sí,arriendo,activo,No,,No,formulario_fisico
RCV-151999,usuario,Johanna,Aguilera,johanna.aguilera.demo100@gmail.com,1995-01-30,+56930570927,Valparaíso,Villa Alemana,Sí,Sí,2025-04-16 12:09:32,Masculino,2,No,vivienda_cedida,activo,Sí,,No,web
RCV-151999,usuario,Elizabeth,Molina,elizabeth.molina.demo101@gmail.com,1960-05-12,+56929386506,Araucanía,Villarrica,Sí,Sí,2023-09-18 23:14:40,Femenino,3,Sí,allegado,activo,Sí,2023-09-18,Sí,app_movil
RCV-151999,usuario,Rodolfo,Villanueva,rodolfo.villanueva.demo102@hotmail.com,1990-01-10,+56970351622,Metropolitana de Santiago,Puente Alto,No,No,2023-10-31 00:22:50,Femenino,3,No,vivienda_propia,activo,Sí,2023-10-31,Sí,web
RCV-151999,usuario,Lilian,Cruz,lilian.cruz.demo103@gmail.com,1987-11-11,+56997159929,Metropolitana de Santiago,Providencia,Sí,Sí,2026-01-13 08:41:39,Femenino,7,No,allegado,activo,Sí,2026-01-13,Sí,formulario_fisico
RCV-151999,usuario,Javier,Astorga,javier.astorga.demo104@hotmail.com,1991-02-28,+56957065064,Metropolitana de Santiago,Santiago,No,Sí,2025-01-30 17:23:06,Femenino,1,No,allegado,activo,Sí,,No,formulario_fisico
RCV-151999,usuario,Verónica,Ulloa,veronica.ulloa.demo105@outlook.com,1994-03-08,+56921639197,Los Lagos,Puerto Montt,Sí,Sí,2024-09-28 02:47:38,Femenino,3,Sí,allegado,activo,No,,Sí,app_movil
RCV-151999,usuario,Rodrigo,Díaz,rodrigo.diaz.demo106@outlook.com,1990-10-02,+56970780841,Valparaíso,Quilpué,Sí,Sí,2023-06-27 04:58:45,Otro,5,No,allegado,activo,Sí,,No,web
RCV-151999,usuario,Sergio,Núñez,sergio.nunez.demo107@outlook.com,1983-08-30,+56950371123,O'Higgins,Rancagua,Sí,Sí,2024-06-06 15:21:41,Femenino,4,Sí,allegado,activo,Sí,,Sí,formulario_fisico
RCV-151999,usuario,Rosa,Hernández,rosa.hernandez.demo108@outlook.com,1987-08-16,+56915242339,Atacama,Vallenar,Sí,Sí,2025-07-17 05:25:12,Femenino,5,Sí,allegado,activo,Sí,2025-07-17,Sí,web
RCV-151999,usuario,Luisa,Fernández,luisa.fernandez.demo109@yahoo.com,1984-05-10,+56938527699,Valparaíso,Viña del Mar,Sí,Sí,2025-09-29 23:10:09,Masculino,2,No,allegado,activo,Sí,,No,app_movil
RCV-151999,usuario,Jaime,Cáceres,jaime.caceres.demo110@yahoo.com,1966-11-30,+56946491908,Metropolitana de Santiago,Puente Alto,Sí,Sí,2023-08-29 07:39:54,Femenino,3,Sí,allegado,activo,Sí,2023-08-29,Sí,app_movil
RCV-151999,usuario,René,Ojeda,rene.ojeda.demo111@gmail.com,1965-11-20,+56911276294,Coquimbo,Ovalle,Sí,Sí,2024-08-25 00:57:42,Masculino,4,Sí,allegado,activo,Sí,,Sí,app_movil
RCV-151999,usuario,Tania,Oliva,tania.oliva.demo112@gmail.com,1985-05-25,+56931347141,Ñuble,San Carlos,Sí,Sí,2024-02-27 22:16:40,Femenino,3,Sí,arriendo,activo,Sí,,Sí,web
